Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 6,Unnamed: 7,Attend.,Arena,Notes
Mon Dec 19 2022,8:00p,Dallas Mavericks,106,Minnesota Timberwolves,116,Box Score,,16627.0,Target Center,
Mon Dec 19 2022,8:00p,Milwaukee Bucks,128,New Orleans Pelicans,119,Box Score,,18271.0,Smoothie King Center,
Mon Dec 19 2022,8:00p,Portland Trail Blazers,121,Oklahoma City Thunder,123,Box Score,,14672.0,Paycom Center,
Mon Dec 19 2022,9:00p,Los Angeles Lakers,104,Phoenix Suns,130,Box Score,,17071.0,Footprint Center,
Mon Dec 19 2022,10:00p,Charlotte Hornets,125,Sacramento Kings,119,Box Score,,17803.0,Golden 1 Center,
Tue Dec 20 2022,7:00p,Utah Jazz,126,Detroit Pistons,111,Box Score,,15622.0,Little Caesars Arena,
Tue Dec 20 2022,7:30p,Chicago Bulls,113,Miami Heat,103,Box Score,,19969.0,Kaseya Center,
Tue Dec 20 2022,7:30p,Golden State Warriors,94,New York Knicks,132,Box Score,,19812.0,Madison Square Garden (IV),
Tue Dec 20 2022,9:00p,Washington Wizards,113,Phoenix Suns,110,Box Score,,17071.0,Footprint Center,
Tue Dec 20 2022,10:00p,Memphis Grizzlies,91,Denver Nuggets,105,Box Score,,19605.0,Ball Arena,
Wed Dec 21 2022,7:00p,Milwaukee Bucks,106,Cleveland Cavaliers,114,Box Score,,19432.0,Rocket Mortgage Fieldhouse,
Wed Dec 21 2022,7:00p,Detroit Pistons,93,Philadelphia 76ers,113,Box Score,,20615.0,Wells Fargo Center,
Wed Dec 21 2022,7:30p,Chicago Bulls,110,Atlanta Hawks,108,Box Score,,17226.0,State Farm Arena,
Wed Dec 21 2022,7:30p,Indiana Pacers,117,Boston Celtics,112,Box Score,,19156.0,TD Garden,
Wed Dec 21 2022,7:30p,Golden State Warriors,113,Brooklyn Nets,143,Box Score,,18026.0,Barclays Center,
Wed Dec 21 2022,7:30p,Toronto Raptors,113,New York Knicks,106,Box Score,,19294.0,Madison Square Garden (IV),
Wed Dec 21 2022,8:00p,Orlando Magic,116,Houston Rockets,110,Box Score,,15965.0,Toyota Center,
Wed Dec 21 2022,8:00p,Dallas Mavericks,104,Minnesota Timberwolves,99,Box Score,,16164.0,Target Center,
Wed Dec 21 2022,8:00p,Portland Trail Blazers,98,Oklahoma City Thunder,101,Box Score,,15107.0,Paycom Center,
Wed Dec 21 2022,10:00p,Los Angeles Lakers,120,Sacramento Kings,134,Box Score,,17611.0,Golden 1 Center,
Wed Dec 21 2022,10:30p,Charlotte Hornets,105,Los Angeles Clippers,126,Box Score,,19068.0,Crypto.com Arena,
Thu Dec 22 2022,8:00p,San Antonio Spurs,117,New Orleans Pelicans,126,Box Score,,16417.0,Smoothie King Center,
Thu Dec 22 2022,9:00p,Washington Wizards,112,Utah Jazz,120,Box Score,,18206.0,Vivint Arena,
Fri Dec 23 2022,7:00p,San Antonio Spurs,113,Orlando Magic,133,Box Score,,18425.0,Amway Center,
Fri Dec 23 2022,7:00p,Los Angeles Clippers,114,Philadelphia 76ers,119,Box Score,,19996.0,Wells Fargo Center,
Fri Dec 23 2022,7:30p,Detroit Pistons,105,Atlanta Hawks,130,Box Score,,17028.0,State Farm Arena,
Fri Dec 23 2022,7:30p,Minnesota Timberwolves,109,Boston Celtics,121,Box Score,,19156.0,TD Garden,
Fri Dec 23 2022,7:30p,Milwaukee Bucks,100,Brooklyn Nets,118,Box Score,,18169.0,Barclays Center,
Fri Dec 23 2022,7:30p,Toronto Raptors,118,Cleveland Cavaliers,107,Box Score,,19432.0,Rocket Mortgage Fieldhouse,
Fri Dec 23 2022,7:30p,Chicago Bulls,118,New York Knicks,117,Box Score,,19812.0,Madison Square Garden (IV),
Fri Dec 23 2022,8:00p,Dallas Mavericks,112,Houston Rockets,106,Box Score,,16989.0,Toyota Center,
Fri Dec 23 2022,8:00p,Indiana Pacers,111,Miami Heat,108,Box Score,,19600.0,Kaseya Center,
Fri Dec 23 2022,8:00p,New Orleans Pelicans,128,Oklahoma City Thunder,125,Box Score,OT,15214.0,Paycom Center,
Fri Dec 23 2022,9:00p,Portland Trail Blazers,107,Denver Nuggets,120,Box Score,,19619.0,Ball Arena,
Fri Dec 23 2022,10:00p,Memphis Grizzlies,125,Phoenix Suns,100,Box Score,,17071.0,Footprint Center,
Fri Dec 23 2022,10:00p,Washington Wizards,125,Sacramento Kings,111,Box Score,,17894.0,Golden 1 Center,
Fri Dec 23 2022,10:30p,Charlotte Hornets,134,Los Angeles Lakers,130,Box Score,,18997.0,Crypto.com Arena,
Sun Dec 25 2022,12:00p,Philadelphia 76ers,119,New York Knicks,112,Box Score,,19812.0,Madison Square Garden (IV),
Sun Dec 25 2022,2:30p,Los Angeles Lakers,115,Dallas Mavericks,124,Box Score,,20441.0,American Airlines Center,
Sun Dec 25 2022,5:00p,Milwaukee Bucks,118,Boston Celtics,139,Box Score,,19156.0,TD Garden,
Sun Dec 25 2022,8:00p,Memphis Grizzlies,109,Golden State Warriors,123,Box Score,,18064.0,Chase Center,
Sun Dec 25 2022,10:30p,Phoenix Suns,125,Denver Nuggets,128,Box Score,OT,19642.0,Ball Arena,
Mon Dec 26 2022,7:00p,Brooklyn Nets,125,Cleveland Cavaliers,117,Box Score,,19432.0,Rocket Mortgage Fieldhouse,
Mon Dec 26 2022,7:00p,Los Angeles Clippers,142,Detroit Pistons,131,Box Score,OT,20190.0,Little Caesars Arena,
Mon Dec 26 2022,7:30p,Minnesota Timberwolves,110,Miami Heat,113,Box Score,,19911.0,Kaseya Center,
Mon Dec 26 2022,8:00p,Houston Rockets,133,Chicago Bulls,118,Box Score,,21561.0,United Center,
Mon Dec 26 2022,8:00p,Indiana Pacers,93,New Orleans Pelicans,113,Box Score,,18636.0,Smoothie King Center,
Mon Dec 26 2022,8:00p,Utah Jazz,122,San Antonio Spurs,126,Box Score,,16351.0,AT&T Center,
Mon Dec 26 2022,10:00p,Charlotte Hornets,113,Portland Trail Blazers,124,Box Score,,19530.0,Moda Center,
Tue Dec 27 2022,7:00p,Los Angeles Lakers,129,Orlando Magic,110,Box Score,,19482.0,Amway Center,
Tue Dec 27 2022,7:00p,Philadelphia 76ers,111,Washington Wizards,116,Box Score,,20476.0,Capital One Arena,
Tue Dec 27 2022,7:30p,Houston Rockets,102,Boston Celtics,126,Box Score,,19156.0,TD Garden,
Tue Dec 27 2022,7:30p,Atlanta Hawks,114,Indiana Pacers,129,Box Score,,16738.0,Gainbridge Fieldhouse,
Tue Dec 27 2022,7:30p,Los Angeles Clippers,124,Toronto Raptors,113,Box Score,,19800.0,Scotiabank Arena,
Tue Dec 27 2022,8:00p,Phoenix Suns,125,Memphis Grizzlies,108,Box Score,,18239.0,FedEx Forum,
Tue Dec 27 2022,8:00p,San Antonio Spurs,114,Oklahoma City Thunder,130,Box Score,,16229.0,Paycom Center,
Tue Dec 27 2022,8:30p,New York Knicks,121,Dallas Mavericks,126,Box Score,OT,20377.0,American Airlines Center,
Tue Dec 27 2022,10:00p,Charlotte Hornets,105,Golden State Warriors,110,Box Score,,18064.0,Chase Center,
Tue Dec 27 2022,10:00p,Denver Nuggets,113,Sacramento Kings,106,Box Score,,17937.0,Golden 1 Center,
Wed Dec 28 2022,7:00p,Orlando Magic,101,Detroit Pistons,121,Box Score,,20190.0,Little Caesars Arena,
Wed Dec 28 2022,7:00p,Phoenix Suns,102,Washington Wizards,127,Box Score,,20476.0,Capital One Arena,
Wed Dec 28 2022,7:30p,Brooklyn Nets,108,Atlanta Hawks,107,Box Score,,18030.0,State Farm Arena,
Wed Dec 28 2022,7:30p,Los Angeles Lakers,98,Miami Heat,112,Box Score,,20221.0,Kaseya Center,
Wed Dec 28 2022,8:00p,Milwaukee Bucks,113,Chicago Bulls,119,Box Score,OT,21537.0,United Center,
Wed Dec 28 2022,8:00p,Minnesota Timberwolves,118,New Orleans Pelicans,119,Box Score,,18669.0,Smoothie King Center,
Wed Dec 28 2022,10:00p,Utah Jazz,107,Golden State Warriors,112,Box Score,,18064.0,Chase Center,
Wed Dec 28 2022,10:00p,Denver Nuggets,126,Sacramento Kings,127,Box Score,,17985.0,Golden 1 Center,
Thu Dec 29 2022,7:00p,Oklahoma City Thunder,113,Charlotte Hornets,121,Box Score,,19425.0,Spectrum Center,
Thu Dec 29 2022,7:00p,Cleveland Cavaliers,126,Indiana Pacers,135,Box Score,,17274.0,Gainbridge Fieldhouse,
Thu Dec 29 2022,7:30p,Los Angeles Clippers,110,Boston Celtics,116,Box Score,,19156.0,TD Garden,
Thu Dec 29 2022,7:30p,Memphis Grizzlies,119,Toronto Raptors,106,Box Score,,19800.0,Scotiabank Arena,
Thu Dec 29 2022,8:00p,New York Knicks,115,San Antonio Spurs,122,Box Score,,18354.0,AT&T Center,
Thu Dec 29 2022,8:30p,Houston Rockets,114,Dallas Mavericks,129,Box Score,,20307.0,American Airlines Center,
Fri Dec 30 2022,7:00p,Washington Wizards,119,Orlando Magic,100,Box Score,,19040.0,Amway Center,
Fri Dec 30 2022,7:30p,Los Angeles Lakers,130,Atlanta Hawks,121,Box Score,,17984.0,State Farm Arena,
Fri Dec 30 2022,7:30p,Phoenix Suns,104,Toronto Raptors,113,Box Score,,19800.0,Scotiabank Arena,
Fri Dec 30 2022,8:00p,Detroit Pistons,118,Chicago Bulls,132,Box Score,,21667.0,United Center,
Fri Dec 30 2022,8:00p,Minnesota Timberwolves,114,Milwaukee Bucks,123,Box Score,,18018.0,Fiserv Forum,
Fri Dec 30 2022,8:30p,Philadelphia 76ers,116,New Orleans Pelicans,127,Box Score,,18656.0,Smoothie King Center,
Fri Dec 30 2022,9:00p,Miami Heat,119,Denver Nuggets,124,Box Score,,19638.0,Ball Arena,
Fri Dec 30 2022,10:00p,Portland Trail Blazers,112,Golden State Warriors,118,Box Score,,18064.0,Chase Center,
Fri Dec 30 2022,10:00p,Utah Jazz,125,Sacramento Kings,126,Box Score,,17946.0,Golden 1 Center,
Sat Dec 31 2022,3:00p,Los Angeles Clippers,130,Indiana Pacers,131,Box Score,,16731.0,Gainbridge Fieldhouse,
Sat Dec 31 2022,7:00p,Cleveland Cavaliers,103,Chicago Bulls,102,Box Score,,21524.0,United Center,
Sat Dec 31 2022,7:00p,Brooklyn Nets,123,Charlotte Hornets,106,Box Score,,19386.0,Spectrum Center,
Sat Dec 31 2022,7:00p,New York Knicks,108,Houston Rockets,88,Box Score,,18055.0,Toyota Center,
Sat Dec 31 2022,7:00p,Dallas Mavericks,126,San Antonio Spurs,125,Box Score,,18354.0,AT&T Center,
Sat Dec 31 2022,8:00p,New Orleans Pelicans,101,Memphis Grizzlies,116,Box Score,,17951.0,FedEx Forum,
Sat Dec 31 2022,8:00p,Detroit Pistons,116,Minnesota Timberwolves,104,Box Score,,16233.0,Target Center,
Sat Dec 31 2022,8:00p,Philadelphia 76ers,115,Oklahoma City Thunder,96,Box Score,,17147.0,Paycom Center,
Sat Dec 31 2022,9:00p,Miami Heat,126,Utah Jazz,123,Box Score,,18206.0,Vivint Arena,
Sun Jan 1 2023,8:00p,Boston Celtics,111,Denver Nuggets,123,Box Score,,19641.0,Ball Arena,
Sun Jan 1 2023,8:00p,Sacramento Kings,108,Memphis Grizzlies,118,Box Score,,17794.0,FedEx Forum,
Sun Jan 1 2023,8:00p,Washington Wizards,118,Milwaukee Bucks,95,Box Score,,17341.0,Fiserv Forum,
Mon Jan 2 2023,3:00p,Phoenix Suns,83,New York Knicks,102,Box Score,,19812.0,Madison Square Garden (IV),
Mon Jan 2 2023,7:00p,Los Angeles Lakers,121,Charlotte Hornets,115,Box Score,,19210.0,Spectrum Center,
Mon Jan 2 2023,7:00p,Chicago Bulls,134,Cleveland Cavaliers,145,Box Score,OT,19432.0,Rocket Mortgage Fieldhouse,
Mon Jan 2 2023,7:00p,Toronto Raptors,114,Indiana Pacers,122,Box Score,,14054.0,Gainbridge Fieldhouse,
Mon Jan 2 2023,7:00p,New Orleans Pelicans,111,Philadelphia 76ers,120,Box Score,,20531.0,Wells Fargo Center,
Mon Jan 2 2023,7:30p,San Antonio Spurs,103,Brooklyn Nets,139,Box Score,,18224.0,Barclays Center,
Mon Jan 2 2023,8:00p,Dallas Mavericks,111,Houston Rockets,106,Box Score,,18055.0,Toyota Center,
Mon Jan 2 2023,8:00p,Denver Nuggets,111,Minnesota Timberwolves,124,Box Score,,15962.0,Target Center,
Mon Jan 2 2023,10:00p,Atlanta Hawks,141,Golden State Warriors,143,Box Score,2OT,18064.0,Chase Center,
Mon Jan 2 2023,10:00p,Detroit Pistons,106,Portland Trail Blazers,135,Box Score,,19393.0,Moda Center,
Mon Jan 2 2023,10:30p,Miami Heat,110,Los Angeles Clippers,100,Box Score,,19068.0,Crypto.com Arena,
Tue Jan 3 2023,8:00p,Washington Wizards,113,Milwaukee Bucks,123,Box Score,,17341.0,Fiserv Forum,
Tue Jan 3 2023,8:00p,Boston Celtics,117,Oklahoma City Thunder,150,Box Score,,16778.0,Paycom Center,
Tue Jan 3 2023,9:00p,Sacramento Kings,117,Utah Jazz,115,Box Score,,18206.0,Vivint Arena,
Wed Jan 4 2023,7:00p,Memphis Grizzlies,131,Charlotte Hornets,107,Box Score,,19249.0,Spectrum Center,
Wed Jan 4 2023,7:00p,Phoenix Suns,88,Cleveland Cavaliers,90,Box Score,,19432.0,Rocket Mortgage Fieldhouse,
Wed Jan 4 2023,7:00p,Oklahoma City Thunder,115,Orlando Magic,126,Box Score,,18925.0,Amway Center,
Wed Jan 4 2023,7:00p,Indiana Pacers,126,Philadelphia 76ers,129,Box Score,OT,20033.0,Wells Fargo Center,
Wed Jan 4 2023,7:30p,San Antonio Spurs,114,New York Knicks,117,Box Score,,19812.0,Madison Square Garden (IV),
Wed Jan 4 2023,7:30p,Milwaukee Bucks,104,Toronto Raptors,101,Box Score,OT,19800.0,Scotiabank Arena,
Wed Jan 4 2023,8:00p,Brooklyn Nets,112,Chicago Bulls,121,Box Score,,21418.0,United Center,
Wed Jan 4 2023,8:00p,Portland Trail Blazers,106,Minnesota Timberwolves,113,Box Score,,15434.0,Target Center,
Wed Jan 4 2023,8:00p,Houston Rockets,108,New Orleans Pelicans,119,Box Score,,17295.0,Smoothie King Center,
Wed Jan 4 2023,10:00p,Detroit Pistons,122,Golden State Warriors,119,Box Score,,18064.0,Chase Center,
Wed Jan 4 2023,10:00p,Miami Heat,109,Los Angeles Lakers,112,Box Score,,18997.0,Crypto.com Arena,
Wed Jan 4 2023,10:00p,Atlanta Hawks,120,Sacramento Kings,117,Box Score,,17611.0,Golden 1 Center,
Thu Jan 5 2023,7:00p,Memphis Grizzlies,123,Orlando Magic,115,Box Score,,19184.0,Amway Center,
Thu Jan 5 2023,7:30p,Boston Celtics,124,Dallas Mavericks,95,Box Score,,20413.0,American Airlines Center,
Thu Jan 5 2023,8:00p,Utah Jazz,131,Houston Rockets,114,Box Score,,16320.0,Toyota Center,
Thu Jan 5 2023,10:00p,Los Angeles Clippers,91,Denver Nuggets,122,Box Score,,19087.0,Ball Arena,
Fri Jan 6 2023,7:00p,Portland Trail Blazers,99,Indiana Pacers,108,Box Score,,16548.0,Gainbridge Fieldhouse,
Fri Jan 6 2023,7:00p,Chicago Bulls,126,Philadelphia 76ers,112,Box Score,,20766.0,Wells Fargo Center,
Fri Jan 6 2023,7:30p,Brooklyn Nets,108,New Orleans Pelicans,102,Box Score,,18636.0,Smoothie King Center,
Fri Jan 6 2023,7:30p,New York Knicks,112,Toronto Raptors,108,Box Score,,19800.0,Scotiabank Arena,
Fri Jan 6 2023,8:00p,Charlotte Hornets,138,Milwaukee Bucks,109,Box Score,,17627.0,Fiserv Forum,
Fri Jan 6 2023,8:00p,Washington Wizards,110,Oklahoma City Thunder,127,Box Score,,14790.0,Paycom Center,
Fri Jan 6 2023,8:00p,Detroit Pistons,109,San Antonio Spurs,121,Box Score,,13107.0,AT&T Center,
Fri Jan 6 2023,9:00p,Cleveland Cavaliers,108,Denver Nuggets,121,Box Score,,19638.0,Ball Arena,
Fri Jan 6 2023,9:00p,Los Angeles Clippers,115,Minnesota Timberwolves,128,Box Score,,17136.0,Target Center,
Fri Jan 6 2023,10:00p,Miami Heat,104,Phoenix Suns,96,Box Score,,17071.0,Footprint Center,
Fri Jan 6 2023,10:30p,Atlanta Hawks,114,Los Angeles Lakers,130,Box Score,,18997.0,Crypto.com Arena,
Sat Jan 7 2023,6:00p,Boston Celtics,121,San Antonio Spurs,116,Box Score,,18354.0,AT&T Center,
Sat Jan 7 2023,8:00p,Utah Jazz,118,Chicago Bulls,126,Box Score,,21694.0,United Center,
Sat Jan 7 2023,8:00p,New Orleans Pelicans,117,Dallas Mavericks,127,Box Score,,20300.0,American Airlines Center,
Sat Jan 7 2023,8:30p,Orlando Magic,115,Golden State Warriors,101,Box Score,,18064.0,Chase Center,
Sat Jan 7 2023,10:00p,Los Angeles Lakers,136,Sacramento Kings,134,Box Score,,17611.0,Golden 1 Center,
Sun Jan 8 2023,3:00p,Philadelphia 76ers,123,Detroit Pistons,111,Box Score,,18898.0,Little Caesars Arena,
Sun Jan 8 2023,3:30p,Portland Trail Blazers,105,Toronto Raptors,117,Box Score,,19800.0,Scotiabank Arena,
Sun Jan 8 2023,5:00p,Charlotte Hornets,111,Indiana Pacers,116,Box Score,,15805.0,Gainbridge Fieldhouse,
Sun Jan 8 2023,6:00p,Utah Jazz,118,Memphis Grizzlies,123,Box Score,,17794.0,FedEx Forum,
Sun Jan 8 2023,6:00p,Brooklyn Nets,102,Miami Heat,101,Box Score,,19901.0,Kaseya Center,
Sun Jan 8 2023,7:00p,Minnesota Timberwolves,104,Houston Rockets,96,Box Score,,18055.0,Toyota Center,
Sun Jan 8 2023,7:00p,Dallas Mavericks,109,Oklahoma City Thunder,120,Box Score,,16317.0,Paycom Center,
Sun Jan 8 2023,8:00p,Cleveland Cavaliers,112,Phoenix Suns,98,Box Score,,17071.0,Footprint Center,
Sun Jan 8 2023,9:00p,Atlanta Hawks,112,Los Angeles Clippers,108,Box Score,,19068.0,Crypto.com Arena,
Mon Jan 9 2023,7:00p,New Orleans Pelicans,132,Washington Wizards,112,Box Score,,16223.0,Capital One Arena,
Mon Jan 9 2023,7:30p,Chicago Bulls,99,Boston Celtics,107,Box Score,,19156.0,TD Garden,
Mon Jan 9 2023,7:30p,Milwaukee Bucks,111,New York Knicks,107,Box Score,,18167.0,Madison Square Garden (IV),
Mon Jan 9 2023,8:00p,San Antonio Spurs,113,Memphis Grizzlies,121,Box Score,,16013.0,FedEx Forum,
Mon Jan 9 2023,9:00p,Los Angeles Lakers,109,Denver Nuggets,122,Box Score,,19609.0,Ball Arena,
Mon Jan 9 2023,10:00p,Orlando Magic,111,Sacramento Kings,136,Box Score,,16499.0,Golden 1 Center,
Tue Jan 10 2023,7:00p,Detroit Pistons,116,Philadelphia 76ers,147,Box Score,,20221.0,Wells Fargo Center,
Tue Jan 10 2023,7:30p,Oklahoma City Thunder,111,Miami Heat,112,Box Score,,19600.0,Kaseya Center,
Tue Jan 10 2023,7:30p,Charlotte Hornets,120,Toronto Raptors,132,Box Score,,19800.0,Scotiabank Arena,
Tue Jan 10 2023,9:00p,Cleveland Cavaliers,114,Utah Jazz,116,Box Score,,18206.0,Vivint Arena,
Tue Jan 10 2023,10:00p,Phoenix Suns,125,Golden State Warriors,113,Box Score,,18064.0,Chase Center,
Tue Jan 10 2023,10:00p,Orlando Magic,109,Portland Trail Blazers,106,Box Score,,18176.0,Moda Center,
Tue Jan 10 2023,10:30p,Dallas Mavericks,101,Los Angeles Clippers,113,Box Score,,15828.0,Crypto.com Arena,
Wed Jan 11 2023,7:00p,Minnesota Timberwolves,118,Detroit Pistons,135,Box Score,,15906.0,Little Caesars Arena,
Wed Jan 11 2023,7:00p,Chicago Bulls,97,Washington Wizards,100,Box Score,,17032.0,Capital One Arena,
Wed Jan 11 2023,7:30p,Milwaukee Bucks,114,Atlanta Hawks,105,Box Score,,17154.0,State Farm Arena,
Wed Jan 11 2023,7:30p,New Orleans Pelicans,114,Boston Celtics,125,Box Score,,19156.0,TD Garden,
Wed Jan 11 2023,7:30p,Indiana Pacers,113,New York Knicks,119,Box Score,,18249.0,Madison Square Garden (IV),
Wed Jan 11 2023,8:00p,San Antonio Spurs,129,Memphis Grizzlies,135,Box Score,,16454.0,FedEx Forum,
Wed Jan 11 2023,10:00p,Phoenix Suns,97,Denver Nuggets,126,Box Score,,18872.0,Ball Arena,
Wed Jan 11 2023,10:00p,Houston Rockets,115,Sacramento Kings,135,Box Score,,16057.0,Golden 1 Center,
Thu Jan 12 2023,7:00p,Oklahoma City Thunder,133,Philadelphia 76ers,114,Box Score,,20892.0,Wells Fargo Center,
Thu Jan 12 2023,7:30p,Boston Celtics,109,Brooklyn Nets,98,Box Score,,18125.0,Barclays Center,
Thu Jan 12 2023,7:30p,Milwaukee Bucks,102,Miami Heat,108,Box Score,,19600.0,Kaseya Center,
Thu Jan 12 2023,7:30p,Charlotte Hornets,114,Toronto Raptors,124,Box Score,,19800.0,Scotiabank Arena,
Thu Jan 12 2023,10:00p,Dallas Mavericks,119,Los Angeles Lakers,115,Box Score,2OT,18997.0,Crypto.com Arena,
Thu Jan 12 2023,10:00p,Cleveland Cavaliers,119,Portland Trail Blazers,113,Box Score,,18105.0,Moda Center,
Fri Jan 13 2023,7:00p,New Orleans Pelicans,116,Detroit Pistons,110,Box Score,,18989.0,Little Caesars Arena,
Fri Jan 13 2023,7:00p,Atlanta Hawks,113,Indiana Pacers,111,Box Score,,16071.0,Gainbridge Fieldhouse,
Fri Jan 13 2023,7:00p,New York Knicks,112,Washington Wizards,108,Box Score,,20476.0,Capital One Arena,
Fri Jan 13 2023,7:30p,Golden State Warriors,144,San Antonio Spurs,113,Box Score,,68323.0,Alamodome,
Fri Jan 13 2023,8:00p,Oklahoma City Thunder,124,Chicago Bulls,110,Box Score,,21342.0,United Center,
Fri Jan 13 2023,8:00p,Phoenix Suns,116,Minnesota Timberwolves,121,Box Score,,16460.0,Target Center,
Fri Jan 13 2023,9:00p,Orlando Magic,108,Utah Jazz,112,Box Score,,18206.0,Vivint Arena,
Fri Jan 13 2023,10:00p,Denver Nuggets,115,Los Angeles Clippers,103,Box Score,,16005.0,Crypto.com Arena,
Fri Jan 13 2023,10:00p,Houston Rockets,114,Sacramento Kings,139,Box Score,,17894.0,Golden 1 Center,
Sat Jan 14 2023,1:00p,Milwaukee Bucks,95,Miami Heat,111,Box Score,,19620.0,Kaseya Center,
Sat Jan 14 2023,7:00p,Boston Celtics,122,Charlotte Hornets,106,Box Score,,19608.0,Spectrum Center,
Sat Jan 14 2023,7:00p,Memphis Grizzlies,130,Indiana Pacers,112,Box Score,,17274.0,Gainbridge Fieldhouse,
Sat Jan 14 2023,7:30p,Atlanta Hawks,114,Toronto Raptors,103,Box Score,,19800.0,Scotiabank Arena,
Sat Jan 14 2023,8:00p,Cleveland Cavaliers,102,Minnesota Timberwolves,110,Box Score,,17136.0,Target Center,
Sat Jan 14 2023,9:00p,Philadelphia 76ers,118,Utah Jazz,117,Box Score,,18206.0,Vivint Arena,
Sat Jan 14 2023,10:00p,Dallas Mavericks,119,Portland Trail Blazers,136,Box Score,,19393.0,Moda Center,
Sun Jan 15 2023,1:00p,New York Knicks,117,Detroit Pistons,104,Box Score,,19894.0,Little Caesars Arena,
Sun Jan 15 2023,3:00p,Houston Rockets,100,Los Angeles Clippers,121,Box Score,,17238.0,Crypto.com Arena,
Sun Jan 15 2023,3:30p,Golden State Warriors,118,Chicago Bulls,132,Box Score,,20139.0,United Center,
Sun Jan 15 2023,6:00p,Oklahoma City Thunder,112,Brooklyn Nets,102,Box Score,,18165.0,Barclays Center,
Sun Jan 15 2023,7:00p,Sacramento Kings,132,San Antonio Spurs,119,Box Score,,12339.0,AT&T Center,
Sun Jan 15 2023,8:00p,Orlando Magic,116,Denver Nuggets,119,Box Score,,19641.0,Ball Arena,
Sun Jan 15 2023,9:00p,Dallas Mavericks,123,Portland Trail Blazers,140,Box Score,,19393.0,Moda Center,
Sun Jan 15 2023,9:30p,Philadelphia 76ers,113,Los Angeles Lakers,112,Box Score,,18020.0,Crypto.com Arena,
Mon Jan 16 2023,1:00p,Boston Celtics,130,Charlotte Hornets,118,Box Score,,19227.0,Spectrum Center,
Mon Jan 16 2023,2:30p,Indiana Pacers,119,Milwaukee Bucks,132,Box Score,,17412.0,Fiserv Forum,
Mon Jan 16 2023,3:00p,New Orleans Pelicans,103,Cleveland Cavaliers,113,Box Score,,19432.0,Rocket Mortgage Fieldhouse,
Mon Jan 16 2023,3:00p,Toronto Raptors,123,New York Knicks,121,Box Score,OT,19812.0,Madison Square Garden (IV),
Mon Jan 16 2023,3:00p,Golden State Warriors,127,Washington Wizards,118,Box Score,,20476.0,Capital One Arena,
Mon Jan 16 2023,3:30p,Miami Heat,113,Atlanta Hawks,121,Box Score,,18007.0,State Farm Arena,
Mon Jan 16 2023,4:00p,Utah Jazz,126,Minnesota Timberwolves,125,Box Score,,16477.0,Target Center,
Mon Jan 16 2023,6:00p,Phoenix Suns,106,Memphis Grizzlies,136,Box Score,,17794.0,FedEx Forum,
Mon Jan 16 2023,10:30p,Houston Rockets,132,Los Angeles Lakers,140,Box Score,,17657.0,Crypto.com Arena,
Tue Jan 17 2023,7:30p,Toronto Raptors,122,Milwaukee Bucks,130,Box Score,,17341.0,Fiserv Forum,
Tue Jan 17 2023,8:00p,Brooklyn Nets,98,San Antonio Spurs,106,Box Score,,13532.0,AT&T Center,
Tue Jan 17 2023,9:00p,Portland Trail Blazers,113,Denver Nuggets,122,Box Score,,18258.0,Ball Arena,
Tue Jan 17 2023,10:00p,Philadelphia 76ers,120,Los Angeles Clippers,110,Box Score,,15155.0,Crypto.com Arena,
Wed Jan 18 2023,7:30p,Atlanta Hawks,130,Dallas Mavericks,122,Box Score,,20125.0,American Airlines Center,
Wed Jan 18 2023,7:30p,Washington Wizards,116,New York Knicks,105,Box Score,,19164.0,Madison Square Garden (IV),
Wed Jan 18 2023,8:00p,Charlotte Hornets,122,Houston Rockets,117,Box Score,,15678.0,Toyota Center,
Wed Jan 18 2023,8:00p,Cleveland Cavaliers,114,Memphis Grizzlies,115,Box Score,,16892.0,FedEx Forum,
Wed Jan 18 2023,8:00p,Miami Heat,124,New Orleans Pelicans,98,Box Score,,17736.0,Smoothie King Center,
Wed Jan 18 2023,8:00p,Indiana Pacers,106,Oklahoma City Thunder,126,Box Score,,14748.0,Paycom Center,
Wed Jan 18 2023,9:00p,Los Angeles Clippers,103,Utah Jazz,126,Box Score,,18206.0,Vivint Arena,
Wed Jan 18 2023,10:00p,Minnesota Timberwolves,118,Denver Nuggets,122,Box Score,,16112.0,Ball Arena,
Wed Jan 18 2023,10:30p,Sacramento Kings,116,Los Angeles Lakers,111,Box Score,,18142.0,Crypto.com Arena,
Thu Jan 19 2023,3:00p,Chicago Bulls,126,Detroit Pistons,108,Box Score,,15885.0,AccorHotels Arena,
Thu Jan 19 2023,7:30p,Golden State Warriors,118,Boston Celtics,121,Box Score,OT,19156.0,TD Garden,
Thu Jan 19 2023,8:00p,Toronto Raptors,126,Minnesota Timberwolves,128,Box Score,,16318.0,Target Center,
Thu Jan 19 2023,10:00p,Brooklyn Nets,112,Phoenix Suns,117,Box Score,,17071.0,Footprint Center,
Thu Jan 19 2023,10:00p,Philadelphia 76ers,105,Portland Trail Blazers,95,Box Score,,18113.0,Moda Center,
Fri Jan 20 2023,7:00p,New Orleans Pelicans,110,Orlando Magic,123,Box Score,,19025.0,Amway Center,
Fri Jan 20 2023,7:30p,New York Knicks,124,Atlanta Hawks,139,Box Score,,17711.0,State Farm Arena,
